AGLT2	usatlas	521934	518259	1817535	7270140	588508	2063898	8255592	2	2010	2010-02-01	2010-02-28	3.507	14.028	2010-03-15 00:15:14
BNL_ATLAS_1	cms	24	0	0	0	0	0	0	2	2010	2010-02-06	2010-02-15	2.302	9.208	2010-03-15 00:15:11
BNL_ATLAS_1	usatlas	3507110	1253900	2886478	11545912	1872130	4309644	17238576	2	2010	2010-02-01	2010-02-28	2.302	9.208	2010-03-15 00:15:11
BU_ATLAS_Tier2	usatlas	745671	184862	373790	1495160	222356	449603	1798412	2	2010	2010-02-01	2010-02-28	2.022	8.088	2010-03-15 00:15:18
CIT_CMS_T2	cms	118644	194278	591771	2367084	254622	775578	3102312	2	2010	2010-02-01	2010-02-28	3.046	12.184	2010-03-15 00:15:20
CIT_CMS_T2	usatlas	1087	0	1	4	117	355	1420	2	2010	2010-02-01	2010-02-28	3.046	12.184	2010-03-15 00:15:20
GLOW	cms	148347	185889	447621	1790484	307275	739918	2959672	2	2010	2010-02-01	2010-02-28	2.408	9.632	2010-03-15 00:15:15
GLOW	usatlas	586	1	2	8	69	165	660	2	2010	2010-02-01	2010-02-28	2.408	9.632	2010-03-15 00:15:15
GridUNESP_CENTRAL	cms	1942	2059	4358	17432	2392	5063	20252	2	2010	2010-02-10	2010-02-27	2.117	8.468	2010-03-15 00:15:13
HEPGRID_UERJ	cms	17894	2325	4923	19692	48220	102082	408328	2	2010	2010-02-01	2010-02-28	2.117	8.468	2010-03-15 00:15:19
IU_OSG	usatlas	43177	33115	69574	278296	36533	76756	307024	2	2010	2010-02-01	2010-02-28	2.101	8.404	2010-03-15 00:15:08
MIT_CMS	cms	137412	312935	585815	2343260	369852	692362	2769448	2	2010	2010-02-03	2010-02-28	1.872	7.488	2010-03-15 00:15:09
MIT_CMS	usatlas	461	0	0	0	37	69	276	2	2010	2010-02-04	2010-02-28	1.872	7.488	2010-03-15 00:15:09
MWT2_IU	usatlas	116620	219831	514184	2056736	226304	529325	2117300	2	2010	2010-02-01	2010-02-28	2.339	9.356	2010-03-15 00:15:12
MWT2_UC	usatlas	427398	394602	763555	3054220	471767	912869	3651476	2	2010	2010-02-01	2010-02-28	1.935	7.74	2010-03-15 00:15:17
Nebraska	cms	145078	243716	494012	1976048	361480	732720	2930880	2	2010	2010-02-01	2010-02-28	2.027	8.108	2010-03-15 00:15:15
Nebraska	usatlas	32620	42	85	340	1395	2827	11308	2	2010	2010-02-01	2010-02-28	2.027	8.108	2010-03-15 00:15:15
OU_OCHEP_SWT2	usatlas	719952	68963	164753	659012	85499	204258	817032	2	2010	2010-02-01	2010-02-28	2.389	9.556	2010-03-15 00:15:06
Purdue-RCAC	cms	72676	67613	194927	779708	182251	525430	2101720	2	2010	2010-02-01	2010-02-28	2.883	11.532	2010-03-15 00:15:16
Purdue-Steele	cms	9787	11061	35349	141396	12262	39190	156760	2	2010	2010-02-01	2010-02-28	3.196	12.784	2010-03-15 00:15:09
SPRACE	cms	35062	10657	22560	90240	39128	82835	331340	2	2010	2010-02-01	2010-02-28	2.117	8.468	2010-03-15 00:15:03
SPRACE	usatlas	605	0	1	4	56	119	476	2	2010	2010-02-01	2010-02-28	2.117	8.468	2010-03-15 00:15:03
SWT2_CPB	usatlas	824518	94389	177169	708676	125344	235270	941080	2	2010	2010-02-01	2010-02-28	1.877	7.508	2010-03-15 00:15:05
UCSDT2	cms	193423	234572	673457	2693828	335175	962287	3849148	2	2010	2010-02-01	2010-02-28	2.871	11.484	2010-03-15 00:15:07
UCSDT2	usatlas	1205	0	1	4	58	168	672	2	2010	2010-02-01	2010-02-28	2.871	11.484	2010-03-15 00:15:07
UFlorida-HPC	cms	57241	89851	136663	546652	145076	220661	882644	2	2010	2010-02-01	2010-02-28	1.521	6.084	2010-03-15 00:15:07
UFlorida-HPC	usatlas	483	12	18	72	66	101	404	2	2010	2010-02-01	2010-02-28	1.521	6.084	2010-03-15 00:15:07
UFlorida-PG	cms	28455	35767	54903	219612	46306	71080	284320	2	2010	2010-02-01	2010-02-28	1.535	6.14	2010-03-15 00:15:10
UFlorida-PG	usatlas	603	0	0	0	28	43	172	2	2010	2010-02-01	2010-02-28	1.535	6.14	2010-03-15 00:15:10
USCMS-FNAL-WC1-CE	cms	154168	195587	390196	1560784	306617	611700	2446800	2	2010	2010-02-01	2010-02-28	1.995	7.98	2010-03-15 00:15:18
USCMS-FNAL-WC1-CE	usatlas	839	0	0	0	66	132	528	2	2010	2010-02-01	2010-02-28	1.995	7.98	2010-03-15 00:15:18
UTA_SWT2	usatlas	343648	165536	471942	1887768	177697	506614	2026456	2	2010	2010-02-01	2010-02-28	2.851	11.404	2010-03-15 00:15:04
WT2	usatlas	514436	321078	774439	3097756	370362	893314	3573256	2	2010	2010-02-01	2010-02-28	2.412	9.648	2010-03-15 00:15:12
