AGLT2	usatlas	1348149	1513592	3216383	1701396	3615466	5	2011	2011-05-01	2011-05-31	2.125	2011-06-08 00:15:13
BNL_ATLAS_1	usatlas	4797271	2505982	7751001	3064936	9479847	5	2011	2011-05-01	2011-05-31	3.093	2011-06-08 00:15:12
BU_ATLAS_Tier2	usatlas	558809	256168	536671	276206	578652	5	2011	2011-05-01	2011-05-31	2.095	2011-06-08 00:15:19
CIT_CMS_T2	cms	215121	530733	1717453	671370	2172553	5	2011	2011-05-01	2011-05-31	3.236	2011-06-08 00:15:20
GLOW	cms	563627	1069149	2574510	1968810	4740895	5	2011	2011-05-01	2011-05-31	2.408	2011-06-08 00:15:17
GridUNESP_CENTRAL	alice	0	0	0	0	0	5	2011	2011-06-08	2011-06-08	3.672	2011-06-08 00:15:13
GridUNESP_CENTRAL	atlas	0	0	0	0	0	5	2011	2011-06-08	2011-06-08	3.672	2011-06-08 00:15:13
GridUNESP_CENTRAL	cms	0	0	0	0	0	5	2011	2011-06-08	2011-06-08	3.672	2011-06-08 00:15:13
GridUNESP_CENTRAL	usatlas	0	0	0	0	0	5	2011	2011-06-08	2011-06-08	3.672	2011-06-08 00:15:13
GridUNESP_CENTRAL	uscms	0	0	0	0	0	5	2011	2011-06-08	2011-06-08	3.672	2011-06-08 00:15:13
HEPGRID_UERJ	cms	35415	57294	183113	67748	216522	5	2011	2011-05-01	2011-05-31	3.196	2011-06-08 00:15:19
HU_ATLAS_Tier2	usatlas	362259	560791	1243834	610078	1353153	5	2011	2011-05-01	2011-05-31	2.218	2011-06-08 00:15:08
LC-glcc	alice	304208	87933	344699	251929	987562	5	2011	2011-05-01	2011-05-31	3.92	2011-06-08 00:15:08
MIT_CMS	cms	215016	918162	1718799	1017362	1904501	5	2011	2011-05-01	2011-05-31	1.872	2011-06-08 00:15:10
MWT2_IU	usatlas	128514	78126	169534	81144	176081	5	2011	2011-05-01	2011-05-31	2.17	2011-06-08 00:15:13
MWT2_UC	usatlas	959596	2622712	5712266	2748007	5985160	5	2011	2011-05-01	2011-05-31	2.178	2011-06-08 00:15:18
Nebraska	cms	262236	887276	2309579	975093	2538166	5	2011	2011-05-01	2011-05-31	2.603	2011-06-08 00:15:14
Nebraska	usatlas	47296	0	0	157	409	5	2011	2011-05-01	2011-05-31	2.603	2011-06-08 00:15:14
NERSC-PDSF	alice	191681	32497	111139	133415	456279	5	2011	2011-05-01	2011-05-31	3.42	2011-06-08 00:15:03
OU_OCHEP_SWT2	usatlas	329238	521436	1175838	552502	1245893	5	2011	2011-05-01	2011-05-31	2.255	2011-06-08 00:15:07
Purdue-RCAC	cms	168717	430640	1305270	650748	1972416	5	2011	2011-05-01	2011-05-31	3.031	2011-06-08 00:15:17
Purdue-Rossmann	cms	329339	1399657	3933035	1510981	4245857	5	2011	2011-05-01	2011-05-31	2.81	2011-06-08 00:15:14
Purdue-Steele	cms	31329	305302	975747	311228	994684	5	2011	2011-05-01	2011-05-31	3.196	2011-06-08 00:15:09
SPRACE	cms	35930	17177	57885	31117	104865	5	2011	2011-05-01	2011-05-31	3.37	2011-06-08 00:15:03
SWT2_CPB	usatlas	328640	535392	1128071	607597	1280206	5	2011	2011-05-01	2011-05-31	2.107	2011-06-08 00:15:06
UCSDT2	cms	235564	860658	2848777	952457	3152634	5	2011	2011-05-01	2011-05-31	3.31	2011-06-08 00:15:08
UFlorida-HPC	cms	408737	1441330	3480812	1617617	3906545	5	2011	2011-05-01	2011-05-31	2.415	2011-06-08 00:15:07
UFlorida-PG	cms	94871	195000	299324	246823	378874	5	2011	2011-05-01	2011-05-31	1.535	2011-06-08 00:15:11
USCMS-FNAL-WC1-CE	cms	507430	3447427	8846099	4381999	11244211	5	2011	2011-05-01	2011-05-31	2.566	2011-06-08 00:15:18
UTA_SWT2	usatlas	155938	686937	1930292	694242	1950821	5	2011	2011-05-01	2011-05-31	2.81	2011-06-08 00:15:05
WT2	usatlas	443357	544153	1442005	614387	1628126	5	2011	2011-05-01	2011-05-31	2.65	2011-06-08 00:15:13
