AGLT2	usatlas	1629492	2308376	4905299	2634694	5598724	10	2011	2011-10-01	2011-10-31	2.125	2011-11-10 17:54:44
BNL-ATLAS	usatlas	2696105	4332906	13401679	5317164	16445988	10	2011	2011-10-01	2011-10-31	3.093	2011-11-10 17:54:47
BU_ATLAS_Tier2	usatlas	479687	336320	704590	387292	811379	10	2011	2011-10-01	2011-10-31	2.095	2011-11-10 17:54:49
CIT_CMS_T2	cms	298849	798500	2583932	967610	3131194	10	2011	2011-10-01	2011-10-31	3.236	2011-11-10 17:54:49
GLOW	cms	682814	1444288	3477844	2129523	5127883	10	2011	2011-10-01	2011-10-31	2.408	2011-11-10 17:54:51
HU_ATLAS_Tier2	usatlas	280100	627819	1392503	908014	2013977	10	2011	2011-10-01	2011-10-31	2.218	2011-11-10 17:54:53
LC-glcc	alice	250142	387397	1518595	590948	2316518	10	2011	2011-10-01	2011-10-31	3.92	2011-11-10 17:54:53
MIT_CMS	cms	308373	936996	1754039	1027751	1923954	10	2011	2011-10-01	2011-10-31	1.872	2011-11-10 17:54:53
MWT2	usatlas	163195	344202	749671	364040	792878	10	2011	2011-10-01	2011-10-31	2.178	2011-11-10 17:54:55
MWT2_UC	usatlas	1345005	1959517	4267829	2210469	4814399	10	2011	2011-10-01	2011-10-31	2.178	2011-11-10 17:54:55
Nebraska	cms	297086	1220437	3176795	1336982	3480173	10	2011	2011-10-01	2011-10-31	2.603	2011-11-10 17:54:55
Nebraska	usatlas	431416	0	0	1324	3446	10	2011	2011-10-01	2011-10-31	2.603	2011-11-10 17:54:55
NERSC-PDSF	alice	149660	758609	2639960	850945	2961290	10	2011	2011-10-01	2011-10-31	3.48	2011-11-10 17:54:55
OU_OCHEP_SWT2	usatlas	117391	395166	891100	415294	936487	10	2011	2011-10-01	2011-10-31	2.255	2011-11-10 17:54:58
Purdue-Hansen	cms	14538	26597	57715	41383	89803	10	2011	2011-10-05	2011-10-27	2.17	2011-11-10 17:54:58
Purdue-RCAC	cms	112737	522615	1584048	583036	1767176	10	2011	2011-10-01	2011-10-31	3.031	2011-11-10 17:54:58
Purdue-Rossmann	cms	153408	731546	2055648	766571	2154068	10	2011	2011-10-01	2011-10-31	2.81	2011-11-10 17:54:59
Purdue-Steele	cms	15606	98657	315311	99860	319145	10	2011	2011-10-01	2011-10-31	3.196	2011-11-10 17:55:00
SPRACE	cms	79322	31659	106697	162321	547023	10	2011	2011-10-01	2011-10-31	3.37	2011-11-10 17:55:01
SWT2_CPB	usatlas	226276	605622	1276048	658284	1387005	10	2011	2011-10-01	2011-10-31	2.107	2011-11-10 17:55:02
UCSDT2	cms	300001	913041	3022166	1115732	3693088	10	2011	2011-10-01	2011-10-31	3.31	2011-11-10 17:55:02
UFlorida-HPC	cms	357266	1220802	2948238	1298988	3137063	10	2011	2011-10-01	2011-10-31	2.415	2011-11-10 17:55:04
UFlorida-PG	cms	63888	224230	344178	266611	409247	10	2011	2011-10-01	2011-10-31	1.535	2011-11-10 17:55:05
USCMS-FNAL-WC1	cms	320382	3640387	9341229	4549588	11674240	10	2011	2011-10-01	2011-10-31	2.566	2011-11-10 17:55:06
UTA_SWT2	usatlas	127808	718440	2018816	731456	2055394	10	2011	2011-10-01	2011-10-31	2.81	2011-11-10 17:55:10
WT2	usatlas	479007	1034035	2919080	1190754	3361498	10	2011	2011-10-01	2011-10-31	2.823	2011-11-10 17:55:10
