AGLT2	usatlas	1509464	1822042	3871840	15487360	2116875	4498362	17993448	8	2011	2011-08-01	2011-08-31	2.125	8.5	2011-09-08 00:15:05
BNL-ATLAS	usatlas	4149953	3093809	9569151	38276604	4207769	13014630	52058520	8	2011	2011-08-01	2011-08-31	3.093	12.372	2011-09-08 00:15:06
BU_ATLAS_Tier2	usatlas	332188	213870	448057	1792228	253086	530214	2120856	8	2011	2011-08-01	2011-08-31	2.095	8.38	2011-09-08 00:15:09
CIT_CMS_T2	cms	255589	712451	2305499	9221996	836916	2708265	10833060	8	2011	2011-08-01	2011-08-31	3.236	12.944	2011-09-08 00:15:09
GLOW	cms	801840	867439	2088791	8355164	1619361	3899420	15597680	8	2011	2011-08-01	2011-08-31	2.408	9.632	2011-09-08 00:15:10
HU_ATLAS_Tier2	usatlas	553886	594143	1317808	5271232	646121	1433096	5732384	8	2011	2011-08-01	2011-08-31	2.218	8.872	2011-09-08 00:15:12
LC-glcc	alice	138893	305084	1195929	4783716	598200	2344944	9379776	8	2011	2011-08-01	2011-08-31	3.92	15.68	2011-09-08 00:15:13
MIT_CMS	cms	260982	852562	1595996	6383984	976493	1827980	7311920	8	2011	2011-08-01	2011-08-31	1.872	7.488	2011-09-08 00:15:13
MWT2	usatlas	534884	5326	11601	46404	24929	54296	217184	8	2011	2011-08-01	2011-08-31	2.178	8.712	2011-09-08 00:15:14
MWT2_UC	usatlas	1025256	1768246	3851241	15404964	1894375	4125948	16503792	8	2011	2011-08-01	2011-08-31	2.178	8.712	2011-09-08 00:15:14
Nebraska	cms	333495	885829	2305833	9223332	974922	2537720	10150880	8	2011	2011-08-01	2011-08-31	2.603	10.412	2011-09-08 00:15:15
Nebraska	usatlas	353548	0	0	0	991	2580	10320	8	2011	2011-08-01	2011-08-31	2.603	10.412	2011-09-08 00:15:15
NERSC-PDSF	alice	77464	179046	612339	2449356	355983	1217461	4869844	8	2011	2011-08-01	2011-08-31	3.42	13.68	2011-09-08 00:15:15
OU_OCHEP_SWT2	usatlas	598575	376847	849790	3399160	426492	961740	3846960	8	2011	2011-08-01	2011-08-31	2.255	9.02	2011-09-08 00:15:18
Purdue-RCAC	cms	252294	707763	2145228	8580912	1018410	3086801	12347204	8	2011	2011-08-01	2011-08-31	3.031	12.124	2011-09-08 00:15:18
Purdue-Rossmann	cms	236547	768071	2158287	8633148	856419	2406527	9626108	8	2011	2011-08-01	2011-08-31	2.81	11.24	2011-09-08 00:15:19
Purdue-Steele	cms	33369	105938	338578	1354312	107247	342763	1371052	8	2011	2011-08-01	2011-08-31	3.196	12.784	2011-09-08 00:15:20
SPRACE	cms	84497	25896	87266	349064	123258	415382	1661528	8	2011	2011-08-01	2011-08-31	3.37	13.48	2011-09-08 00:15:21
SWT2_CPB	usatlas	292052	392250	826470	3305880	462457	974397	3897588	8	2011	2011-08-01	2011-08-31	2.107	8.428	2011-09-08 00:15:22
UCSDT2	cms	257827	729534	2414763	9659052	853034	2823557	11294228	8	2011	2011-08-01	2011-08-31	3.31	13.24	2011-09-08 00:15:23
UCSDT2	usatlas	4	0	0	0	1	5	20	8	2011	2011-08-14	2011-08-14	3.31	13.24	2011-09-08 00:15:23
UFlorida-HPC	cms	237537	728614	1759592	7038368	914038	2207389	8829556	8	2011	2011-08-01	2011-08-31	2.415	9.66	2011-09-08 00:15:25
UFlorida-PG	cms	46883	128246	196858	787432	218764	335803	1343212	8	2011	2011-08-01	2011-08-31	1.535	6.14	2011-09-08 00:15:26
USCMS-FNAL-WC1	cms	495129	4273586	10966026	43864104	4735342	12150881	48603524	8	2011	2011-08-01	2011-08-31	2.566	10.264	2011-09-08 00:15:27
UTA_SWT2	usatlas	159780	337312	947846	3791384	345514	970893	3883572	8	2011	2011-08-01	2011-08-31	2.81	11.24	2011-09-08 00:15:30
WT2	usatlas	1326873	971845	2743518	10974072	1126988	3181488	12725952	8	2011	2011-08-01	2011-08-31	2.823	11.292	2011-09-08 00:15:31
