AGLT2	atlas	270	0	0	5	18	5	2010	2010-05-17	2010-05-17	3.507	2010-06-15 00:15:13
AGLT2	usatlas	1295136	946880	3320706	1250519	4385569	5	2010	2010-05-01	2010-05-31	3.507	2010-06-15 00:15:13
BNL_ATLAS_1	cms	2	0	0	0	0	5	2010	2010-05-10	2010-05-10	2.302	2010-06-15 00:15:11
BNL_ATLAS_1	usatlas	1483300	1148548	2643958	1511852	3480283	5	2010	2010-05-01	2010-05-31	2.302	2010-06-15 00:15:11
BU_ATLAS_Tier2	usatlas	765197	224309	649823	289482	838631	5	2010	2010-05-01	2010-05-31	2.897	2010-06-15 00:15:21
CIT_CMS_T2	cms	215469	301103	917160	576828	1757020	5	2010	2010-05-01	2010-05-31	3.046	2010-06-15 00:15:21
GLOW	cms	248917	294630	709470	879246	2117225	5	2010	2010-05-01	2010-05-31	2.408	2010-06-15 00:15:16
GLOW	usatlas	618	1	3	85	206	5	2010	2010-05-04	2010-05-31	2.408	2010-06-15 00:15:16
GridUNESP_CENTRAL	cms	374	79	290	137	504	5	2010	2010-05-03	2010-05-31	3.672	2010-06-15 00:15:13
HEPGRID_UERJ	cms	19890	2708	5734	29286	61999	5	2010	2010-05-01	2010-05-31	2.117	2010-06-15 00:15:21
IU_OSG	usatlas	424	0	0	0	0	5	2010	2010-05-04	2010-05-11	2.101	2010-06-15 00:15:07
MIT_CMS	cms	230790	454113	850100	615525	1152263	5	2010	2010-05-01	2010-05-31	1.872	2010-06-15 00:15:09
MIT_CMS	usatlas	487	1	1	26	49	5	2010	2010-05-02	2010-05-31	1.872	2010-06-15 00:15:09
MWT2_IU	usatlas	139141	319866	748167	333285	779555	5	2010	2010-05-01	2010-05-31	2.339	2010-06-15 00:15:13
MWT2_UC	atlas	92	0	0	2	5	5	2010	2010-05-11	2010-05-18	2.449	2010-06-15 00:15:18
MWT2_UC	usatlas	464448	631461	1546449	773865	1895195	5	2010	2010-05-01	2010-05-31	2.449	2010-06-15 00:15:18
Nebraska	cms	233819	402101	815058	669200	1356467	5	2010	2010-05-01	2010-05-31	2.027	2010-06-15 00:15:14
Nebraska	usatlas	28201	138	279	1230	2492	5	2010	2010-05-01	2010-05-31	2.027	2010-06-15 00:15:14
OU_OCHEP_SWT2	usatlas	19	0	0	0	0	5	2010	2010-05-21	2010-05-27	2.389	2010-06-15 00:15:05
Purdue-RCAC	cms	232382	278830	803868	562109	1620559	5	2010	2010-05-01	2010-05-31	2.883	2010-06-15 00:15:17
Purdue-Steele	cms	17603	96496	308400	104459	333852	5	2010	2010-05-01	2010-05-31	3.196	2010-06-15 00:15:08
SPRACE	cms	75678	11552	24456	59941	126894	5	2010	2010-05-01	2010-05-31	2.117	2010-06-15 00:15:02
SPRACE	usatlas	719	0	1	46	97	5	2010	2010-05-01	2010-05-31	2.117	2010-06-15 00:15:02
SWT2_CPB	usatlas	860402	302912	568565	367457	689717	5	2010	2010-05-01	2010-05-31	1.877	2010-06-15 00:15:04
UCSDT2	cms	309637	416832	1196726	883696	2537092	5	2010	2010-05-01	2010-05-31	2.871	2010-06-15 00:15:06
UCSDT2	usatlas	717	0	0	40	114	5	2010	2010-05-01	2010-05-31	2.871	2010-06-15 00:15:06
UFlorida-HPC	cms	261173	212341	512804	427312	1031960	5	2010	2010-05-01	2010-05-31	2.415	2010-06-15 00:15:05
UFlorida-HPC	usatlas	515	10	24	27	65	5	2010	2010-05-01	2010-05-31	2.415	2010-06-15 00:15:05
UFlorida-PG	cms	73034	76311	117138	120575	185083	5	2010	2010-05-01	2010-05-31	1.535	2010-06-15 00:15:10
UFlorida-PG	usatlas	587	0	1	25	38	5	2010	2010-05-01	2010-05-31	1.535	2010-06-15 00:15:10
USCMS-FNAL-WC1-CE	cms	346685	1126527	2247422	1723257	3437898	5	2010	2010-05-01	2010-05-31	1.995	2010-06-15 00:15:18
USCMS-FNAL-WC1-CE	usatlas	572	0	0	17	35	5	2010	2010-05-01	2010-05-31	1.995	2010-06-15 00:15:18
UTA_SWT2	usatlas	636781	244001	695647	269175	767417	5	2010	2010-05-01	2010-05-31	2.851	2010-06-15 00:15:04
WT2	usatlas	459000	399596	963827	452871	1092324	5	2010	2010-05-01	2010-05-31	2.412	2010-06-15 00:15:13
