AGLT2	usatlas	1303144	2468564	5245700	20982800	2849043	6054219	24216876	1	2012	2012-01-01	2012-01-31	2.125	8.5	2012-02-08 00:15:05
BNL-ATLAS	usatlas	2203681	5181036	16024946	64099784	5699909	17629819	70519276	1	2012	2012-01-01	2012-01-31	3.093	12.372	2012-02-08 00:15:05
BU_ATLAS_Tier2	usatlas	330521	275792	577784	2311136	310363	650211	2600844	1	2012	2012-01-01	2012-01-31	2.095	8.38	2012-02-08 00:15:05
CIT_CMS_T2	cms	327049	689375	2230831	8923324	874283	2829186	11316744	1	2012	2012-01-01	2012-01-31	3.236	12.944	2012-02-08 00:15:05
GLOW	cms	468064	1271589	3062004	12248016	1570980	3782919	15131676	1	2012	2012-01-01	2012-01-31	2.408	9.632	2012-02-08 00:15:06
HU_ATLAS_Tier2	usatlas	259525	696170	1544105	6176420	775097	1719164	6876656	1	2012	2012-01-01	2012-01-31	2.218	8.872	2012-02-08 00:15:06
LC-glcc	alice	68315	550148	2156580	8626320	590205	2313604	9254416	1	2012	2012-01-01	2012-01-31	3.92	15.68	2012-02-08 00:15:06
MIT_CMS	cms	249778	990147	1853554	7414216	1077655	2017375	8069500	1	2012	2012-01-01	2012-01-31	1.872	7.488	2012-02-08 00:15:06
MIT_CMS	usatlas	1	0	0	0	0	0	0	1	2012	2012-01-06	2012-01-06	1.872	7.488	2012-02-08 00:15:06
MWT2	usatlas	597472	2276165	4957485	19829940	2735565	5958060	23832240	1	2012	2012-01-01	2012-01-31	2.178	8.712	2012-02-08 00:15:06
Nebraska	cms	221443	648928	1689141	6756564	802497	2088884	8355536	1	2012	2012-01-01	2012-01-31	2.603	10.412	2012-02-08 00:15:06
Nebraska	usatlas	162017	0	0	0	956	2490	9960	1	2012	2012-01-01	2012-01-18	2.603	10.412	2012-02-08 00:15:06
NERSC-PDSF	alice	120794	429864	1495925	5983700	536752	1867895	7471580	1	2012	2012-01-01	2012-01-31	3.48	13.92	2012-02-08 00:15:06
OU_OCHEP_SWT2	usatlas	263611	523900	1181393	4725572	601379	1356110	5424440	1	2012	2012-01-01	2012-01-31	2.255	9.02	2012-02-08 00:15:07
Purdue-Hansen	cms	37925	231232	501775	2007100	384672	834736	3338944	1	2012	2012-01-01	2012-01-31	2.17	8.68	2012-02-08 00:15:07
Purdue-RCAC	cms	143898	604580	1832491	7329964	1388800	4209439	16837756	1	2012	2012-01-01	2012-01-31	3.031	12.124	2012-02-08 00:15:07
Purdue-Rossmann	cms	84800	669178	1880394	7521576	996461	2800059	11200236	1	2012	2012-01-01	2012-01-31	2.81	11.24	2012-02-08 00:15:07
Purdue-Steele	cms	9009	31154	99570	398280	83677	267434	1069736	1	2012	2012-01-01	2012-01-31	3.196	12.784	2012-02-08 00:15:07
SPRACE	cms	58209	20815	70132	280528	93839	316254	1265016	1	2012	2012-01-02	2012-01-31	3.37	13.48	2012-02-08 00:15:07
SWT2_CPB	usatlas	257726	810272	1707244	6828976	932449	1964671	7858684	1	2012	2012-01-01	2012-01-31	2.107	8.428	2012-02-08 00:15:07
UCSDT2	cms	203082	963446	3188993	12755972	1035592	3427812	13711248	1	2012	2012-01-01	2012-01-31	3.31	13.24	2012-02-08 00:15:07
UFlorida-HPC	cms	239063	1116776	2697013	10788052	1177407	2843455	11373820	1	2012	2012-01-01	2012-01-31	2.415	9.66	2012-02-08 00:15:08
UFlorida-PG	cms	43068	229621	352467	1409868	245796	377292	1509168	1	2012	2012-01-01	2012-01-31	1.535	6.14	2012-02-08 00:15:08
USCMS-FNAL-WC1	cms	383832	3839562	9852322	39409288	4978676	12775284	51101136	1	2012	2012-01-01	2012-01-31	2.566	10.264	2012-02-08 00:15:08
UTA_SWT2	usatlas	96763	733260	2060460	8241840	754815	2121028	8484112	1	2012	2012-01-01	2012-01-31	2.81	11.24	2012-02-08 00:15:09
WT2	usatlas	752643	1618783	4569823	18279292	1844635	5207407	20829628	1	2012	2012-01-01	2012-01-31	2.823	11.292	2012-02-08 00:15:09
