AGLT2	atlas	1285709	2274912	4834191	19336764	2539248	5395902	21583608	3	2012	2012-03-01	2012-03-31	2.125	8.5	2012-04-07 00:15:04
BNL-ATLAS	atlas	2098146	5323707	16466224	65864896	6276627	19413604	77654416	3	2012	2012-03-01	2012-03-31	3.093	12.372	2012-04-07 00:15:08
BNL-ATLAS	cms	92	1	3	12	30	93	372	3	2012	2012-03-22	2012-03-27	3.093	12.372	2012-04-07 00:15:08
BU_ATLAS_Tier2	atlas	262818	401839	841852	3367408	429388	899566	3598264	3	2012	2012-03-01	2012-03-31	2.095	8.38	2012-04-07 00:15:09
CIT_CMS_T2	cms	200215	1085955	3514143	14056572	1215134	3932165	15728660	3	2012	2012-03-01	2012-03-31	3.236	12.944	2012-04-07 00:15:40
GLOW	cms	225598	1353309	3258759	13035036	1522430	3666016	14664064	3	2012	2012-03-01	2012-03-31	2.408	9.632	2012-04-07 00:15:41
GridUNESP_CENTRAL	cms	566	10895	40007	160028	10922	40106	160424	3	2012	2012-03-14	2012-03-23	3.672	14.688	2012-04-07 00:15:41
HU_ATLAS_Tier2	atlas	381565	1180902	2619241	10476964	1294447	2871085	11484340	3	2012	2012-03-01	2012-03-31	2.218	8.872	2012-04-07 00:16:02
LC-glcc	alice	124562	356324	1396792	5587168	485535	1903297	7613188	3	2012	2012-03-01	2012-03-31	3.92	15.68	2012-04-07 00:16:07
MIT_CMS	cms	307861	1259749	2358241	9432964	1362517	2550637	10202548	3	2012	2012-03-01	2012-03-31	1.872	7.488	2012-04-07 00:16:07
MWT2	atlas	513851	2178809	4745446	18981784	2441392	5317351	21269404	3	2012	2012-03-01	2012-03-31	2.178	8.712	2012-04-07 00:16:08
Nebraska	atlas	2605	16065	41816	167264	109	285	1140	3	2012	2012-03-01	2012-03-31	2.603	10.412	2012-04-07 00:16:10
Nebraska	cms	312963	3584128	9329483	37317932	1466271	3816712	15266848	3	2012	2012-03-01	2012-03-31	2.603	10.412	2012-04-07 00:16:10
NERSC-PDSF	alice	139356	190306	662263	2649052	306622	1067045	4268180	3	2012	2012-03-01	2012-03-31	3.48	13.92	2012-04-07 00:16:09
OU_OCHEP_SWT2	atlas	199889	578476	1304462	5217848	607501	1369914	5479656	3	2012	2012-03-01	2012-03-31	2.255	9.02	2012-04-07 00:16:11
Purdue-Hansen	cms	93380	678608	1472578	5890312	727415	1578494	6313976	3	2012	2012-03-01	2012-03-31	2.17	8.68	2012-04-07 00:16:15
Purdue-RCAC	cms	199212	1216479	3687153	14748612	1587605	4812039	19248156	3	2012	2012-03-01	2012-03-31	3.031	12.124	2012-04-07 00:16:15
Purdue-Rossmann	cms	145149	1830414	5143463	20573852	1969786	5535102	22140408	3	2012	2012-03-01	2012-03-31	2.81	11.24	2012-04-07 00:16:21
Purdue-Steele	cms	5567	20246	64707	258828	4417	14115	56460	3	2012	2012-03-01	2012-03-31	3.196	12.784	2012-04-07 00:16:22
SPRACE	cms	27713	92216	310765	1243060	145058	488843	1955372	3	2012	2012-03-01	2012-03-31	3.37	13.48	2012-04-07 00:16:23
SWT2_CPB	atlas	485884	529071	1114753	4459012	591950	1247241	4988964	3	2012	2012-03-01	2012-03-31	2.107	8.428	2012-04-07 00:16:25
UCSDT2	cms	214549	1164136	3853297	15413188	1277797	4229515	16918060	3	2012	2012-03-01	2012-03-31	3.31	13.24	2012-04-07 00:16:26
UFlorida-HPC	cms	228152	1498049	3617788	14471152	1586846	3832257	15329028	3	2012	2012-03-01	2012-03-31	2.415	9.66	2012-04-07 00:16:26
UFlorida-PG	cms	44108	177904	273087	1092348	193086	296388	1185552	3	2012	2012-03-01	2012-03-31	1.535	6.14	2012-04-07 00:16:27
USCMS-FNAL-WC1	cms	373022	4868263	12491973	49967892	5135610	13177981	52711924	3	2012	2012-03-01	2012-03-31	2.566	10.264	2012-04-07 00:16:28
UTA_SWT2	atlas	162001	510548	1434640	5738560	523836	1471977	5887908	3	2012	2012-03-01	2012-03-31	2.81	11.24	2012-04-07 00:16:28
WT2	atlas	819709	2069095	5841054	23364216	2288419	6460208	25840832	3	2012	2012-03-01	2012-03-31	2.823	11.292	2012-04-07 00:16:29
