AGLT2	usatlas	502809	1085667	3807433	1407518	4936166	11	2010	2010-11-01	2010-11-30	3.507	2010-12-08 00:15:11
BNL_ATLAS_1	cms	4	0	0	0	0	11	2010	2010-11-09	2010-11-09	3.97	2010-12-08 00:15:11
BNL_ATLAS_1	usatlas	3273899	2781875	11044044	3577467	14202543	11	2010	2010-11-01	2010-11-30	3.97	2010-12-08 00:15:11
BU_ATLAS_Tier2	usatlas	347799	363006	1051627	398064	1153193	11	2010	2010-11-01	2010-11-30	2.897	2010-12-08 00:15:15
CIT_CMS_T2	alice	165	0	0	7	24	11	2010	2010-11-01	2010-11-29	3.236	2010-12-08 00:15:16
CIT_CMS_T2	cms	235565	370044	1197461	625089	2022789	11	2010	2010-11-01	2010-11-30	3.236	2010-12-08 00:15:16
CIT_CMS_T2	usatlas	265	0	0	9	30	11	2010	2010-11-01	2010-11-29	3.236	2010-12-08 00:15:16
GLOW	cms	410324	780728	1879992	1293673	3115165	11	2010	2010-11-01	2010-11-30	2.408	2010-12-08 00:15:14
GLOW	usatlas	49	0	0	2	4	11	2010	2010-11-05	2010-11-30	2.408	2010-12-08 00:15:14
GridUNESP_CENTRAL	alice	204	7	24	54	198	11	2010	2010-11-12	2010-11-30	3.672	2010-12-08 00:15:11
GridUNESP_CENTRAL	cms	5268	915	3359	2418	8879	11	2010	2010-11-19	2010-11-22	3.672	2010-12-08 00:15:11
GridUNESP_CENTRAL	usatlas	253	6	21	66	244	11	2010	2010-11-13	2010-11-30	3.672	2010-12-08 00:15:11
HEPGRID_UERJ	cms	40895	6635	21205	26101	83418	11	2010	2010-11-01	2010-11-30	3.196	2010-12-08 00:15:16
HU_ATLAS_Tier2	usatlas	317448	926966	3474269	1002164	3756111	11	2010	2010-11-01	2010-11-30	3.748	2010-12-08 00:15:08
IU_OSG	alice	0	0	0	0	0	11	2010	2010-12-08	2010-12-08	2.101	2010-12-08 00:15:14
IU_OSG	atlas	0	0	0	0	0	11	2010	2010-12-08	2010-12-08	2.101	2010-12-08 00:15:14
IU_OSG	cms	0	0	0	0	0	11	2010	2010-12-08	2010-12-08	2.101	2010-12-08 00:15:14
IU_OSG	usatlas	0	0	0	0	0	11	2010	2010-12-08	2010-12-08	2.101	2010-12-08 00:15:14
IU_OSG	uscms	0	0	0	0	0	11	2010	2010-12-08	2010-12-08	2.101	2010-12-08 00:15:14
MIT_CMS	cms	319238	690937	1293434	1168782	2187959	11	2010	2010-11-01	2010-11-30	1.872	2010-12-08 00:15:09
MIT_CMS	usatlas	302	0	1	26	49	11	2010	2010-11-01	2010-11-28	1.872	2010-12-08 00:15:09
MWT2_IU	usatlas	43648	95710	223867	98602	230630	11	2010	2010-11-01	2010-11-30	2.339	2010-12-08 00:15:11
MWT2_UC	usatlas	488144	1065294	2608905	1350424	3307189	11	2010	2010-11-01	2010-11-30	2.449	2010-12-08 00:15:15
Nebraska	cms	298801	453899	1181498	627715	1633941	11	2010	2010-11-01	2010-11-30	2.603	2010-12-08 00:15:12
