AGLT2	usatlas	1877391	1650606	3507538	1862597	3958018	3	2011	2011-03-01	2011-03-31	2.125	2011-04-08 00:15:05
BNL_ATLAS_1	usatlas	5202378	2146257	6638372	2704869	8366160	3	2011	2011-03-01	2011-03-31	3.093	2011-04-08 00:15:04
BU_ATLAS_Tier2	usatlas	867735	227248	455178	262105	524996	3	2011	2011-03-01	2011-03-31	2.003	2011-04-08 00:15:06
CIT_CMS_T2	alice	628	0	0	20	65	3	2011	2011-03-01	2011-03-22	3.236	2011-04-08 00:15:06
CIT_CMS_T2	cms	123303	174473	564595	333646	1079680	3	2011	2011-03-01	2011-03-31	3.236	2011-04-08 00:15:06
CIT_CMS_T2	usatlas	577	0	0	20	64	3	2011	2011-03-01	2011-03-27	3.236	2011-04-08 00:15:06
GLOW	cms	335324	625528	1506271	864511	2081744	3	2011	2011-03-01	2011-03-31	2.408	2011-04-08 00:15:05
GLOW	usatlas	235	0	0	42	102	3	2011	2011-03-04	2011-03-27	2.408	2011-04-08 00:15:05
GridUNESP_CENTRAL	alice	211	8	30	19	69	3	2011	2011-03-03	2011-03-22	3.672	2011-04-08 00:15:04
GridUNESP_CENTRAL	usatlas	107	3	10	15	55	3	2011	2011-03-01	2011-03-17	3.672	2011-04-08 00:15:04
HEPGRID_UERJ	cms	66	556	1777	1290	4123	3	2011	2011-03-01	2011-03-01	3.196	2011-04-08 00:15:06
HU_ATLAS_Tier2	usatlas	336059	826852	1833957	851633	1888922	3	2011	2011-03-01	2011-03-31	2.218	2011-04-08 00:15:04
LC-glcc	alice	83401	216162	847355	298962	1171931	3	2011	2011-03-01	2011-03-31	3.92	2011-04-08 00:15:04
MIT_CMS	cms	230756	618275	1157410	784806	1469157	3	2011	2011-03-01	2011-03-31	1.872	2011-04-08 00:15:04
MIT_CMS	usatlas	332	0	1	19	35	3	2011	2011-03-01	2011-03-28	1.872	2011-04-08 00:15:04
MWT2_IU	usatlas	98529	73503	159501	77327	167799	3	2011	2011-03-01	2011-03-31	2.17	2011-04-08 00:15:04
MWT2_UC	usatlas	853152	2085456	4542123	2250393	4901356	3	2011	2011-03-01	2011-03-31	2.178	2011-04-08 00:15:05
Nebraska	cms	192057	571663	1488038	641490	1669797	3	2011	2011-03-01	2011-03-31	2.603	2011-04-08 00:15:05
Nebraska	usatlas	80025	0	1	268	698	3	2011	2011-03-01	2011-03-31	2.603	2011-04-08 00:15:05
NERSC-PDSF	alice	61120	57802	197684	116625	398858	3	2011	2011-03-01	2011-03-31	3.42	2011-04-08 00:15:03
OU_OCHEP_SWT2	usatlas	515667	275016	663613	303349	731980	3	2011	2011-03-01	2011-03-31	2.413	2011-04-08 00:15:03
Purdue-RCAC	cms	128902	250158	758229	439575	1332353	3	2011	2011-03-01	2011-03-31	3.031	2011-04-08 00:15:05
Purdue-Rossmann	cms	109619	335087	941593	431460	1212403	3	2011	2011-03-01	2011-03-29	2.81	2011-04-08 00:15:05
Purdue-Steele	cms	13038	76396	244161	106498	340367	3	2011	2011-03-01	2011-03-31	3.196	2011-04-08 00:15:04
SPRACE	alice	170	0	1	21	69	3	2011	2011-03-01	2011-03-22	3.37	2011-04-08 00:15:03
SPRACE	cms	52078	11454	38600	44811	151012	3	2011	2011-03-01	2011-03-31	3.37	2011-04-08 00:15:03
SPRACE	usatlas	149	0	0	12	41	3	2011	2011-03-01	2011-03-17	3.37	2011-04-08 00:15:03
SWT2_CPB	alice	6	0	0	0	0	3	2011	2011-03-07	2011-03-24	1.865	2011-04-08 00:15:03
SWT2_CPB	usatlas	351204	339949	634004	385618	719178	3	2011	2011-03-01	2011-03-31	1.865	2011-04-08 00:15:03
UCSDT2	cms	134620	328835	1088443	385846	1277150	3	2011	2011-03-01	2011-03-31	3.31	2011-04-08 00:15:03
UCSDT2	usatlas	749	0	0	29	96	3	2011	2011-03-01	2011-03-27	3.31	2011-04-08 00:15:03
UFlorida-HPC	cms	206437	343233	828909	386044	932297	3	2011	2011-03-01	2011-03-31	2.415	2011-04-08 00:15:03
UFlorida-HPC	usatlas	375	10	25	21	51	3	2011	2011-03-01	2011-03-28	2.415	2011-04-08 00:15:03
UFlorida-PG	cms	36059	42028	64513	64499	99006	3	2011	2011-03-01	2011-03-31	1.535	2011-04-08 00:15:04
UFlorida-PG	usatlas	394	0	1	13	21	3	2011	2011-03-01	2011-03-27	1.535	2011-04-08 00:15:04
USCMS-FNAL-WC1-CE	cms	662633	3611033	9265910	4268719	10953532	3	2011	2011-03-01	2011-03-31	2.566	2011-04-08 00:15:05
USCMS-FNAL-WC1-CE	usatlas	431	0	1	11	27	3	2011	2011-03-01	2011-03-17	2.566	2011-04-08 00:15:05
UTA_SWT2	alice	25	1	2	1	3	3	2011	2011-03-01	2011-03-22	2.81	2011-04-08 00:15:03
UTA_SWT2	usatlas	178408	506592	1423523	514146	1444751	3	2011	2011-03-01	2011-03-31	2.81	2011-04-08 00:15:03
WT2	usatlas	606969	446917	1184330	526992	1396528	3	2011	2011-03-01	2011-03-31	2.65	2011-04-08 00:15:04
