AGLT2	8.68	atlas	564519	2725384	2954252	23656336	25642903	2013-04-01	2013-04-30	2013-05-09 07:23:05	US-AGLT2	"AGLT2","AGLT2_CE_2"	04	2013
BNL-ATLAS	9.66	atlas	2964977	6605110	7768671	63805364	75045356	2013-04-01	2013-04-30	2013-05-09 07:23:05	BNL_ATLAS_1	"BNL_ATLAS_1","BNL_ATLAS_2","BNL_ATLAS_3","BNL_ATLAS_4","BNL_ATLAS_5","BNL_ATLAS_6","BNL_ATLAS_7"	04	2013
BNL-ATLAS	9.66	cms	18	0	3	1	33	2013-04-02	2013-04-04	2013-05-09 07:23:05	BNL_ATLAS_1	"BNL_ATLAS_1","BNL_ATLAS_2","BNL_ATLAS_3","BNL_ATLAS_4","BNL_ATLAS_5","BNL_ATLAS_6","BNL_ATLAS_7"	04	2013
BU_ATLAS_Tier2	8.43	atlas	485205	873610	1021875	7364527	8614407	2013-04-01	2013-04-30	2013-05-09 07:23:05	US-NET2	"NET2"	04	2013
CIT_CMS_T2	12.944	cms	179548	592326	772843	7667054	10003680	2013-04-01	2013-04-30	2013-05-09 07:23:05	T2_US_Caltech	"CIT_CMS_T2","CIT_CMS_T2B"	04	2013
GLOW	9.632	cms	309667	1773157	2113890	17079070	20360982	2013-04-01	2013-04-30	2013-05-09 07:23:05	T2_US_Wisconsin	"GLOW","GLOW-CMS"	04	2013
GridUNESP_CENTRAL	14.688	alice	0	0	0	0	0	2013-04-01	2013-04-01	2013-05-09 07:23:05	BR-SP-SPRACE	"GridUNESP_CENTRAL"	04	2013
GridUNESP_CENTRAL	14.688	usatlas	0	0	0	0	0	2013-04-01	2013-04-01	2013-05-09 07:23:05	BR-SP-SPRACE	"GridUNESP_CENTRAL"	04	2013
GridUNESP_CENTRAL	14.688	atlas	0	0	0	0	0	2013-04-01	2013-04-01	2013-05-09 07:23:05	BR-SP-SPRACE	"GridUNESP_CENTRAL"	04	2013
GridUNESP_CENTRAL	14.688	uscms	0	0	0	0	0	2013-04-01	2013-04-01	2013-05-09 07:23:05	BR-SP-SPRACE	"GridUNESP_CENTRAL"	04	2013
GridUNESP_CENTRAL	14.688	cms	0	0	0	0	0	2013-04-01	2013-04-01	2013-05-09 07:23:05	BR-SP-SPRACE	"GridUNESP_CENTRAL"	04	2013
HU_ATLAS_Tier2	8.92	atlas	145807	1326998	1447426	11836821	12911038	2013-04-01	2013-04-30	2013-05-09 07:23:05	US-NET2	"HU_ATLAS_Tier2"	04	2013
LC-glcc	15.68	alice	68381	441305	509813	6919655	7993871	2013-04-01	2013-04-30	2013-05-09 07:23:05	US-LLNL-ALICE	"LC-glcc"	04	2013
MIT_CMS	10.8	cms	326203	1096743	1303587	11844849	14078714	2013-04-01	2013-04-30	2013-05-09 07:23:05	T2_US_MIT	"MIT_CMS","MIT_CMS_2"	04	2013
MWT2	8.32	atlas	1485695	3084265	3544026	25661090	29486303	2013-04-01	2013-04-30	2013-05-09 07:23:05	US-MWT2	"MWT2","MWT2_CE_IU","MWT2_CE_UC","MWT2_CE_UIUC"	04	2013
MWT2	8.32	cms	287	7	103	62	859	2013-04-02	2013-04-30	2013-05-09 07:23:05	US-MWT2	"MWT2","MWT2_CE_IU","MWT2_CE_UC","MWT2_CE_UIUC"	04	2013
NERSC-PDSF	15.494	alice	359255	591055	819011	9157798	12689752	2013-04-01	2013-04-30	2013-05-09 07:23:05	US-LBNL-ALICE	"NERSC-PDSF"	04	2013
Nebraska	10.412	atlas	7455	8	123	86	1281	2013-04-01	2013-04-30	2013-05-09 07:23:05	T2_US_Nebraska	"Nebraska","red-gateway1","red-gateway2"	04	2013
Nebraska	10.412	cms	304069	1002515	1188491	10438237	12374577	2013-04-01	2013-04-30	2013-05-09 07:23:05	T2_US_Nebraska	"Nebraska","red-gateway1","red-gateway2"	04	2013
OU_OCHEP_SWT2	9.02	atlas	82508	496641	546433	4479698	4928827	2013-04-01	2013-04-30	2013-05-09 07:23:05	US-SWT2	"OU_OCHEP_SWT2"	04	2013
Purdue-Carter	16.4	cms	80279	321573	425681	5273798	6981175	2013-04-01	2013-04-30	2013-05-09 07:23:05	T2_US_Purdue	"Purdue-Carter"	04	2013
Purdue-Hansen	8.68	cms	63296	234020	302553	2031278	2626157	2013-04-01	2013-04-30	2013-05-09 07:23:05	T2_US_Purdue	"Purdue-Hansen"	04	2013
Purdue-RCAC	12.124	cms	192718	552377	926923	6697003	11238005	2013-04-01	2013-04-30	2013-05-09 07:23:05	T2_US_Purdue	"Purdue-RCAC"	04	2013
Purdue-Rossmann	11.24	cms	57446	155755	217974	1750696	2450036	2013-04-01	2013-04-30	2013-05-09 07:23:05	T2_US_Purdue	"Purdue-Rossmann"	04	2013
SPRACE	13.48	cms	131655	338477	531379	4562643	7163020	2013-04-01	2013-04-30	2013-05-09 07:23:05	BR-SP-SPRACE	"SPRACE"	04	2013
SWT2_CPB	8.2	atlas	333976	1629534	1725963	13362180	14152900	2013-04-01	2013-04-30	2013-05-09 07:23:05	US-SWT2	"SWT2_CPB"	04	2013
UCSDT2	13.24	cms	358462	1007681	1241285	13341709	16434573	2013-04-01	2013-04-30	2013-05-09 07:23:05	T2_US_UCSD	"UCSDT2","UCSDT2-B","UCSDT2-C","UCSDT2-D"	04	2013
UFlorida-HPC	10.94	cms	119091	955431	1098903	10452423	12021981	2013-04-01	2013-04-30	2013-05-09 07:23:05	T2_US_Florida	"UFlorida-HPC"	04	2013
UFlorida-SSERCA	7.25	alice	0	0	0	0	0	2013-04-01	2013-04-01	2013-05-09 07:23:05	T2_US_Florida	"UFlorida-SSERCA"	04	2013
UFlorida-SSERCA	7.25	usatlas	0	0	0	0	0	2013-04-01	2013-04-01	2013-05-09 07:23:05	T2_US_Florida	"UFlorida-SSERCA"	04	2013
UFlorida-SSERCA	7.25	atlas	0	0	0	0	0	2013-04-01	2013-04-01	2013-05-09 07:23:05	T2_US_Florida	"UFlorida-SSERCA"	04	2013
UFlorida-SSERCA	7.25	uscms	0	0	0	0	0	2013-04-01	2013-04-01	2013-05-09 07:23:05	T2_US_Florida	"UFlorida-SSERCA"	04	2013
UFlorida-SSERCA	7.25	cms	0	0	0	0	0	2013-04-01	2013-04-01	2013-05-09 07:23:05	T2_US_Florida	"UFlorida-SSERCA"	04	2013
USCMS-FNAL-WC1	10.264	cms	304004	921349	1062324	9456746	10903675	2013-04-01	2013-04-30	2013-05-09 07:23:05	USCMS-FNAL-WC1-CE	"USCMS-FNAL-WC1-CE","USCMS-FNAL-WC1-CE2","USCMS-FNAL-WC1-CE3","USCMS-FNAL-WC1-CE4"	04	2013
UTA_SWT2	9.2	atlas	73282	732775	741889	6741527	6825384	2013-04-01	2013-04-30	2013-05-09 07:23:05	US-SWT2	"UTA_SWT2"	04	2013
WT2	10.71	atlas	459027	1710425	2234186	18318656	23928129	2013-04-01	2013-04-30	2013-05-09 07:23:05	US-WT2	"WT2"	04	2013
